tweet_id,customer_text,intent,escalation,escalation_reason,label_source
313005,As well as logging me out of all my internet accounts and iCloud. It also removed all my saved passwords and safari extensions.,ACCOUNT_ICLOUD,no,,human
2909284,I can't access my apple ID. After my marriage ended my phone number changed & now apple cannot help me access my icloud account. Was on the phone 3 times with support & was hung up on all three times...needless to say galaxy here I come. #donewithapple,ACCOUNT_ICLOUD,no,,human
2801470,"I am able to sign in to a non admin account, but when I try to make changes I am prompted for my Apple ID and password, which are rejected. They are both known to be correct and working on other Apple devices",ACCOUNT_ICLOUD,no,,human
1766805,"No. I'll try to login to my Apple ID, says ""signing into iCloud"", & then takes me straight back to the login page again. Therefore, I'm unable to sign into the app store, Apple music, etc. I've tried restarting my phone multiple times too with no luck.",ACCOUNT_ICLOUD,no,,human
1631265,I really wish would allow me to set my iCloud email as my AppleID Really a pain that its the only account not using that email,ACCOUNT_ICLOUD,no,,human
557798,I forgot my 4degits passcode on my iPhone so was told i can unlock so when unlocking it will it require icloud account to work again? Because i know the icloud account but cant remember the password though😢😢,ACCOUNT_ICLOUD,no,,human
2816380,"I'm able to sign in on the computer to the HBO now website, but what's worried about is when the next billing cycle comes, I no longer have the old Apple ID and I don't see the HBO purchase on the new Apple ID account",ACCOUNT_ICLOUD,no,,human
804099,I don’t understand why my password is different on my computer than the iCloud/Apple ID password that I just changed yesterday. :-/,ACCOUNT_ICLOUD,no,,human
552134,"Every new screen even before I unlock my phone I get the white screen that says sign in required w email address, place to type password and cancel or continue options. How do I make this ANNOYANCE STOP? Happened before update to iOS11.2 and worse after this update.",ACCOUNT_ICLOUD,no,,human
1689343,I literally entered my password correctly to sign into iCloud online and I’ve been locked out of my account - why ??,ACCOUNT_ICLOUD,no,,human
2867259,my Apple ID won’t sign in to iCloud and iMessage ever since I updated to Mac High Sierra pls help :(,ACCOUNT_ICLOUD,no,,human
2894754,I am unable to get access to my Apple ID as I forgot the password and I tried to recover my account many times but it’s not working please help,ACCOUNT_ICLOUD,no,,human
2894779,I'm trying to get my iPhone 7 ready for recycling but I can't delete my iCloud account. I get a message saying 'Couldn't delete account. The account may be syncing data. Please try again.' I've also tried signing out on the Apple ID page but nothing happens.,ACCOUNT_ICLOUD,no,,human
46836,I Found an iPad on the train how can I return it to its rightful owner?,HOW_TO_OTHER,no,,human
1638986,"Hi, all my FB contacts are in contacts. How do I make them go away? Doesn't work through groups our FB settings!",HOW_TO_OTHER,no,,human
2947137,I’m having terrible trouble with my iPhone 7 since the update. Today it’s erased all my contacts how Can I fix this??,HOW_TO_OTHER,no,,human
1980705,In settings > calendar (where do I turn off?),HOW_TO_OTHER,no,,human
2014269,"message pops up every two minutes, but my iphone is up to date according to settings. please advise on how to correct this?",HOW_TO_OTHER,no,,human
2111490,Hey how do I my Settings configurations an app from my old phone that’s saved on the iCloud ?,HOW_TO_OTHER,no,,human
2341810,Every fucking time I go to my settings I see this shit and it makes me sick and pissed like Can I change my name and contact info ? Like for real I made this account when I was 18,HOW_TO_OTHER,no,,human
2945672,how can i remove the payment info in my phone??? huhuhu,HOW_TO_OTHER,no,,human
5817,I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,HOW_TO_OTHER,no,,human
2322545,"Since this morning, I seem to get iMessages on my Mac, but not on my iPhone... I didn't change anything in my settings... How can I fix this?",HOW_TO_OTHER,no,,human
1020998,"my iPhone 6S running 11.03 now runs slowly, especially the UI. I reset settings. what else can I do, ?",HOW_TO_OTHER,no,,human
2639712,hi. I got a red 1 in General settings and yet my iPad Air 2 tells me that iOS 11.1.1 is up to date. How to update to 11.1.2?,HOW_TO_OTHER,no,,human
81977,"Yup. Am a member. Normally make updates on iTunes on the comp, listen on-the-go on my phone. The iCloud Lib on/off button turns on and then back to off once I leave Settings. Since yest morning. Haven’t made any setting/other changes. Normal operation",HOW_TO_OTHER,no,,human
486205,"Could you please advise on how to fix visual voicemail, if resetting network settings doesn’t work?",HOW_TO_OTHER,no,,human
2915973,how do I fix the screen rotation bug in iOS 11? Nothing seems to rotate to landscape (and yes I have checked the rotate lock setting). Thanks.,HOW_TO_OTHER,no,,human
407939,Thank you! My phone was set to backup when the device was plugged in to charge rather than manual backup. How can I check these settings?,HOW_TO_OTHER,no,,human
2944488,My iPhone6s is still not using the ringtone saved in settings just a default ring even after backup & update wtf,HOW_TO_OTHER,no,,human
2944513,Yes it’s already signed into the ID I’ve changed it on the settings but it’s still asking for my old number when trying to make a purchase on the App Store,HOW_TO_OTHER,no,,human
2295916,Yo how to I get my events into my calendar on the iPhone 8? I have selected 'Facebook events' in the Calendars settings but I appears to only import some events?,HOW_TO_OTHER,no,,human
1767395,Apple-iphone definitely was hacked-THOUSANDS of gigs of #photos #disappeared overnight,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1503994,this is a scam/phishing right?,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
301561,ICloud has been hacked by a very sick person. PLEASE PLEASE help her get it back immediately. I love u Amy!,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
195948,iCloud hacked & am now locked out of my Mac which now asks for a 6 digit pin or to contact support on __email__...,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
187657,Someone hacked my iPhone and used find my iPhone to get my location on ALL my devices 2 factor authentication was on,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
566711,"I know my account isn’t hacked or anything, someone would have to be on my phone to do this. I can’t cancel them, and I have no idea how they got there.",SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1726625,Literally hate right now!!! Have to censor the use of a certain letter. Feel like my phone got hacked!!!😭😭😭,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1020988,Hey I’ve dmed you. Please check it. I think my macbook is hacked,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
172953,As much as I love I’m about to switch... my account has been hacked for MONTHS!! I’m so pissed. So much money stolen.,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
959707,Um is this legit? I don’t want to get hacked but don’t want to get locked out like this is threatening,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1156773,Thanks! Phishing scam for sure!,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
852886,hi. I got this email from what claims to be Apple Security. Email address is dubious. Could be phishing.,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
112840,"received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex. My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1818503,I think my phone is hacked after I updated the new IOS. I know a lot of other people having same issue,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
2346098,for the past few days I’ve been getting #phishing emails sent re: Apple account how do I alert #apple that their systems may have be hacked?,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1650091,how do i reset my appleID if the phone number registered to MY ID is one I do not recognized? #hacked #PLEASEHELP,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1683456,"Me, too! I️ thought my phone had been hacked. Please help .",SECURITY,yes,ACCOUNT_SECURITY_RISK,human
955696,"So my apple iD just got hacked and obviously, I got an African mum. Can we sort this before she scroll's down OUR contacts? :/",SECURITY,yes,ACCOUNT_SECURITY_RISK,human
889064,Somebody hacked my Apple account and ain’t doing nothing to fix it.,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1512188,"It's OK, I fixed it! SwiftKey hasn't updated with the new emojis and that's my primary keyboard. All good! 🙂",KEYBOARD_INPUT,no,,human
1606758,text is hidden by keyboard when I type in safari on iOS 11.1,KEYBOARD_INPUT,no,,human
1703075,WHAT THE FUCK IS WRONG WITH MY KEYBOARD I️ CANT TYPE THE LETTER I️ LIKE WTF,KEYBOARD_INPUT,no,,human
1583118,Emoji suggestions in iPhone X US English keyboard do not show despite add/remove of Emoji keyboard and reenabling of “Predictive”.,KEYBOARD_INPUT,no,,human
1583123,WTH is going on with your crazy keyboard? Every time I type an “i” using my iPhone this 👇🏽happens. Please fix this!!!,KEYBOARD_INPUT,no,,human
1492633,autocorrect likes to correct words to random things. Like more always goes to Moré I have never once needed to type Moré. How do I fix this? I checked in text replacement and I’ve been through the keyboard settings but I haven’t found a way to solution. Any ideas?,KEYBOARD_INPUT,no,,human
1751444,Yo your keyboard can autocorrect “nsync” to *NSYNC but you can’t push out a fix for the I issue??,KEYBOARD_INPUT,no,,human
2193484,really made an emoji for the letter “I” instead of fixing the issue lol. Nobody is switching back and forth between keyboards anytime they wanna type the letter “I” 😂🙃,KEYBOARD_INPUT,no,,human
31425,Is anyone else ‘I’ turning into a question mark when they type? I️ have a i on my emoji keyboard too?,KEYBOARD_INPUT,no,,human
1828435,"iOS 11 is pants, constantly crashing for a few minutes whilst typing on my keyboard, notably when using emojis...",KEYBOARD_INPUT,no,,human
2967892,I have the iPhone SE and I keep having trouble where when I am typing the keyboard has trouble keeping up with what I am typing and lags extremely bad and doesn’t gather everything I am typing. I have already tried restarting it and that doesn’t seem to work.,KEYBOARD_INPUT,no,,human
52257,"I have iOS 11.0.3 and my keyboard keeps autocorrecting the letter i to a weird symbol similar to ""A ?"" and it won't change.",KEYBOARD_INPUT,no,,human
2962816,Are you aware that the iOS keyboard randomly adds a ‘capital’ letter to words mid sentence... Here’s an example with the word Car ! Why does is auto correct to a capitol C ??,KEYBOARD_INPUT,no,,human
56984,"how do I get my keyboard to STOP auto correcting the letter ""I️"" to a symbol. See attached photo.",KEYBOARD_INPUT,no,,human
2360404,"Sure. So when I type or click on something (like the keyboard, emoji keyboard, text box, etc) the response time is much slower. It stops for a bit then responds. It was not like this before iOS 11.1.1. I’ve not done anything to try to fix it.",KEYBOARD_INPUT,no,,human
1716617,can y’all fix our keyboards b/c everytime someone types the letter i all I see is a letter A and a box with a question mark!,KEYBOARD_INPUT,no,,human
1735882,y’all have to fix this problem with the keyboard. I’m tired of typing this 👉🏾 I️,KEYBOARD_INPUT,no,,human
1240111,"yo every time i type “it” auto corrects to I.T. My friends are also having this problem, resetting keyboard does nothin",KEYBOARD_INPUT,no,,human
118068,someone tell me why i can’t airdrop videos from my phone to my laptop or why the photos app won’t pop up when i plug my phone into my laptop?! i need to transfer vlog footage 🤬🤬🤬 pls help me,APPS_MEDIA,no,,human
1332418,why are entire albums in my Apple Music lists suddenly either greying out or disappearing from iTunes altogether? Copyright?,APPS_MEDIA,no,,human
1147023,Hello Facebook application is consuming a lot of battery is glad you find a solution for it,APPS_MEDIA,no,,human
1646233,why can’t I click on and listen to songs from my iTunes library all of a sudden? Keep being promoted to join Apple Music,APPS_MEDIA,no,,human
457194,"It freezes randomly when opening most of my apps and lasts for several seconds, this has never happened before. I have ‘Reset all Settings’ and it works a bit better, but I still have problems. Happens with apps such as Facebook, Instagram, Google Chrome, etc. Very frustrating",APPS_MEDIA,no,,human
619524,"Help, j’ai restauré puis j’ai reconfiguré mon iPhone a partir d’iCloud, j’ai réussi à récupérer toute ma sauvegarde donc mes contacts, applications... mais pas mes photos 😭 #iPhone",APPS_MEDIA,no,,human
1628937,every time I stop a minute to see a video on youtube/facebook/everywhere this happens,APPS_MEDIA,no,,human
701629,"hi, I updated to 11.1 2 and now videos won’t play in any of my apps. YouTube, Twitter, facebook, instagram. Nada. 😐",APPS_MEDIA,no,,human
94841,I submitted a video podcast show to iTunes and approved. Can’t submit the audio version though “Can’t submit your feed. Your feed was previously submitted” - that’s the video version not audio. How do I go about this?,APPS_MEDIA,no,,human
145242,why can't I add music from my computer (w/ itunes) to my iphone with Apple Music on ?,APPS_MEDIA,no,,human
359833,why can’t my family see my iTunes music purchase on family sharing? I don’t want/have Apple Music just normal iTunes.,APPS_MEDIA,no,,human
123071,why does all my music from download cards from the records I️ buy disappear from my iTunes after a couple months!? swan city vultures southeastern ultra mega ok...gone. That’s some #shadymoneygrubbingbullshit .,APPS_MEDIA,no,,human
1625407,I bought apple music and now I can't add/delete my itunes music folders onto my iphone. What's the deal?,APPS_MEDIA,no,,human
514819,"There's this bug I've been constantly having and like.. the sound stops working for every app I have except for the following which I know of that the sound works on: YouTube, Facebook, Instagram. Can you take a look at that? Thanks",APPS_MEDIA,no,,human
90691,This is what I currently have.The free storage amount keeps changing?I have added no other apps or photos or videos.,APPS_MEDIA,no,,human
250083,when I go to purchase Apple Music I put in my password and says I cannot connect to iTunes Store,APPS_MEDIA,no,,human
1833833,your itunes application is a piece of trash. Wiped my music when plugged in to charge ipod. From iPod and itunes library,APPS_MEDIA,no,,human
506481,Any idea why my iOS Music app stops loading my music library (via Home Sharing) at around 75%? And why my iTunes can’t be pointed to my Airplay stereo via the Remote app?,APPS_MEDIA,no,,human
391721,👏🏼👍🏼 Thank you so much. I gotta say it’s a weird place to put it when there’s an existing ‘display and brightness’ section!,DISPLAY_AUDIO_CAMERA,no,,human
1001129,"my iPhone 7 Plus doesn’t work properly with 11.0.3 😡😡. The speaker doesn’t work on calls, is non responsive & screen locks!!",DISPLAY_AUDIO_CAMERA,no,,human
501463,"Thank you, but the brightness level still changes on its own. Even now as I’m typing this, the screen got darker. In the past there was a switch to turn this off, but I can’t find it now.",DISPLAY_AUDIO_CAMERA,no,,human
2838618,front and back camera are displaying a black screen and the flash/ flashlight won’t work at all.,DISPLAY_AUDIO_CAMERA,no,,human
2834354,I don’t know if it’s a known issue but on my iPhone 8 Plus if I turn the media volume all the way down you can still hear the audio faintly through the upper speaker on any app,DISPLAY_AUDIO_CAMERA,no,,human
2680189,nothing doing at all ... just finish updating and suddenly screen has gone !!! even i did not get tym to take my backup!!!! ... and there is no sound!!! and one more problme we are facing which is camera problem!!!!,DISPLAY_AUDIO_CAMERA,no,,human
850678,Yes. Also noticed the screen display in safari is now glitchy. Things don’t fit in the screen right. And everything is now slower.,DISPLAY_AUDIO_CAMERA,no,,human
1442850,"updated #11.03 still #speaker #volumeindication not able to hear while calling, home screen music error and many more #Apple help",DISPLAY_AUDIO_CAMERA,no,,human
1078271,Volume works. Just not displayed. This isn't in any app. It's in the system. I can be on the home screen or lock screen or anything.,DISPLAY_AUDIO_CAMERA,no,,human
501489,Version 11.1.2 No error message. It just froze after I opened camera app and wouldn’t respond when I touched the screen at all.,DISPLAY_AUDIO_CAMERA,no,,human
2478997,"Hi, after last iOS 11 update,I have issue with volume. When Im on Home screen,I raise or low multimedia volume. When I go into settings - sound, I can raise/low ring volume.",DISPLAY_AUDIO_CAMERA,no,,human
41544,"The same issues, the audio on the screen recording doesn’t work, it freezes constantly & none of my photos & videos are back on my phone. +",DISPLAY_AUDIO_CAMERA,no,,human
803110,Ever since that update my phone sound (calls and speakerphone) doesn't allow me to hear at all & my camera won't pull up 😠😠😠,DISPLAY_AUDIO_CAMERA,no,,human
300109,Also my volume button changes the volume by the on screen volume bar doesn’t move. Apps crash a lot.,DISPLAY_AUDIO_CAMERA,no,,human
390095,"I had restarted my phone, 3rd time in 5 days as it also fails to display Spotify controls in the control centre or lock screen despite....",DISPLAY_AUDIO_CAMERA,no,,human
325917,And some apps I try to screen record the audio doesn’t be in the video once it saves to camera roll either,DISPLAY_AUDIO_CAMERA,no,,human
2341887,my iPhone X front speaker sounds like it’s screaming out its lungs when I’m playing music at full volume (crackling vibration) since the first day. On iOS 11.1.1. Any advise?,DISPLAY_AUDIO_CAMERA,no,,human
2500897,"So, and the is warning me that I can’t get a refund when I press buy and something about 14 days... Does this mean I can get a refund Before buying the app? Idiotic system. Lack of refund is a major problem in the App Store.",PURCHASE_PAYMENT,no,,human
2666282,"After first receiving a message saying ""We are unable to process your request at this time. Try again later."", I now have a message saying ""This purchase is not eligible for a refund."" I am very unhappy that we've paid 33€ for a picture of a cartoon mammoth :(",PURCHASE_PAYMENT,no,,human
1474845,"hi, I had money removed from my account only for my payment method to be declined later and no purchase. Refund please.",PURCHASE_PAYMENT,no,,human
878879,iTunes won’t use my available credit as payment anymore. Wants credit card for purchases.,PURCHASE_PAYMENT,no,,human
632094,"Any reason why my iTunes payment method (credit card) gets rejected for some subscriptions and in-app purchases, but works fine for others within the same app?",PURCHASE_PAYMENT,no,,human
2955452,can I add company name to my billing address for my personal Apple ID? Sometimes I buy software that I use at my company (self-employed). Would love to get VAT invoices for those particular orders (like recent Pro purchase). 😀,PURCHASE_PAYMENT,no,,human
2303120,"My kids are old enough to have that freedom, but I wont let them purchase paid apps at will given how games entice kids to buy game currency",PURCHASE_PAYMENT,no,,human
2700983,"they said they refunded me but i’ve had this email, does this mean they’ve charged me again?!?",PURCHASE_PAYMENT,no,,human
2342893,I’ve been charged twice after amending my subscription email how do I get refunded?,PURCHASE_PAYMENT,no,,human
2618238,unrecognised charge on card... can someone tell me what it is... no purchases made,PURCHASE_PAYMENT,no,,human
655861,I jst saw a transaction made on my credit card from an iTunes purchase of $10.81 and another of $1.07 I didn’t buy nothing.,PURCHASE_PAYMENT,no,,human
2944486,YOU CHARGED MY ACCOUNT FOR $50 WORTH OF STUFF I NEVER PURCHASED . GIVE ME MY MONEY BACK !!!!!!!,PURCHASE_PAYMENT,no,,human
1083277,Hi How do I get a refund? I purchase a recharge gem at but it never went through and the amount has been ...,PURCHASE_PAYMENT,no,,human
2299193,I’ve been charged almost £200 for a subscription renual for an app I did not authorise... I’ve had to call my bank and stop further payments! Can you contact me immediately!!! - Paige.,PURCHASE_PAYMENT,no,,human
691221,"newest update 11.0.2 won’t let me send iMessages, can’t download any emails, can’t access gifs, can’t do phone calls 😞",CALLS_COMMUNICATION,no,,human
493595,iOS 11 on iPhone 6: Can't dismiss notifications Can't pull down notification center Glitches when rotating screen Apps freeze Can't close apps Can't shut down Lags Unresponsive keyboard Word prediction before I finish typing,KEYBOARD_INPUT,no,,human
1584586,why does my phone turn I️ into a special character and make it pop up in my emoji keyboard???? Fix it 🤨,KEYBOARD_INPUT,no,,human
323865,"No messages only black screen then home page , this is happening since yesterday morning with Facebook and instagram while loading new feeds",APPS_MEDIA,no,,human
196145,"Yes I’ve restarted my phone numerous times today & I’m still having issues after the update. Apps freezing (Instagram, Kik, vsco & Facebook)",APPS_MEDIA,no,,human
619387,somehow with you three updates in the past month you have now managed to kill the great quality the iPhone 8 Plus had in their speakers. Now it sounds trashy and not even half the volume that’s not counting all the crashes and freezes,DISPLAY_AUDIO_CAMERA,no,,human
2520768,-can’t change songs from lock screen anymore -can’t use airpod volume or pause controls unless spotify is open -youTube videos freeze but sound plays -apps crash -speakerphone doesn’t work on calls iOS 11 is fucking trash!! Fix this shit,DISPLAY_AUDIO_CAMERA,no,,human
2341834,please fix the audio issue when playing music via iPhones speakers so that it doesn’t make a cracking sound every time I switch apps or scroll up/down pages? Thank you,DISPLAY_AUDIO_CAMERA,no,,human
1707721,I can not even sign into my Apple ID account! Get it together !!,ACCOUNT_ICLOUD,no,,human
2888494,I’m Having Trouble With The App Store When It Comes Down To Me Not Being Able To Download Anything Because It Keeps Saying My Credit Card Is Invalid .,PURCHASE_PAYMENT,no,,human
567642,"Power adapter and it doesn’t charge at all but my old broken cord charges the phone just fine from the power adaptor , and it was past time for me to buy a new cord so i did only this one doesn’t charge",PURCHASE_PAYMENT,no,,human
2555440,"picked up my charger and it literally burned my hand. you can see the smoke coming off of it. umm...explanation please? this is a new charger purchased from apple directly...if my phone was connected, it would’ve blew up for sure.",PURCHASE_PAYMENT,yes,PHYSICAL_SAFETY_HAZARD,human
2549107,"It’s only showing verified purchases from the App Store, before I had my Apple Music subscription. 😓",PURCHASE_PAYMENT,no,,human
2894775,"PLEASE let users roll back to IOS10, my 5S battery now goes from 100% to 40% within a few hours (with minimal usage&no background traffic) & then switches itself off asking to be recharged at 40%! I've had to buy a portable power pack, sick of it as are many others!",PURCHASE_PAYMENT,no,,human
2902009,"Why did my perfectly good charger just up and stop working my nigga ? 🤔 tf ? Yo I swear I can never buy nothing from y'all mf's and the shit just work for a nice time, always on some 2 weeks or less shit, wassup ?",PURCHASE_PAYMENT,no,,human
2295852,how do I get help with Apple TV - settings changed from UK to Spanish,HOW_TO_OTHER,no,,human
1472789,the “I” on my keyboard is autocorrecting to a weird A + symbol of ? in a box. #help #iPhone #respond #feelinghacked,SECURITY,yes,ACCOUNT_SECURITY_RISK,human
1060566,This new IOS update is awful my phone constantly crashes and freezes I can barely use it.When is this going to be fixed?!!?,DEVICE_PERFORMANCE,no,,human
2584329,Dear it is not ok that your iOS updates turn my iPhone6s into a brick. YOU STILL SELL 6s’s!!!! Enough with the software updated forcing hardware purchases to the tune of a grand b/c devices can’t handle it and slow to a crawl or freeze.,DEVICE_PERFORMANCE,no,,human
2291653,since the new update 11.1.2. Apps freeze/crash when I go onto them. I need to get out of all apps for one app to work normal. Phone has also turned off twice & I’ve not been able to turn it back on for 15 mins. Phone in general is lagging.Will next update fix this?,DEVICE_PERFORMANCE,no,,human
584795,"Yes it does. I’ve deleted apps, reinstalled them, closed them, restarted my phone, but nothing seems to work. It still slows down, freezes, and crashes",DEVICE_PERFORMANCE,no,,human
366546,"Dear My iphone6S does not like IOS11 11.01 or 11.02. It's glitchy, apps don't open, my lock screen freezes and goes black and everything is basically on a 5 second delay. Siri is slower than dirt. It is annoying. Any suggestions? #iOS11 #ios11update",DEVICE_PERFORMANCE,no,,human
